date,sector,gdp,hours,employment,output_hour,output_employment,employed,employed_employer,employed_employee,employed_own_account,employed_unpaid_family
2017-01-01 00:00:00,services,8.6,7.5,6,1.1,2.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,4.7,2.7,3,2,1.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,4.7,2.7,3,2,1.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.6,2.8,3.5,4.7,4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.6,2.8,3.5,4.7,4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,5,-1.9,-1.1,6.9,6.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,5,-1.9,-1.1,6.9,6.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,723361,20242,34404,35.7,21025.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,723361,20242,34404,35.7,21025.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,34396,234,394,147,87299.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,34396,234,394,147,87299.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,209885,5803,9495,36.2,22104.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,209885,5803,9495,36.2,22104.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,41748,3297,5613,12.7,7437.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,41748,3297,5613,12.7,7437.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,47213,1264,2065,37.4,22863.4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,47213,1264,2065,37.4,22863.4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,73114,519,861,140.9,84917.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,73114,519,861,140.9,84917.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,84531,832,1446,101.6,58458.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,84531,832,1446,101.6,58458.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,59132,2573,4220,23,14012.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,59132,2573,4220,23,14012.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,173343,5718,10305,30.3,16821.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,173343,5718,10305,30.3,16821.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,6.3,1.9,1.9,4.3,4.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,6.3,1.9,1.9,4.3,4.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,2.9,-2.1,-0.3,5.1,3.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,2.9,-2.1,-0.3,5.1,3.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.2,4.4,4.1,2.7,3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.2,4.4,4.1,2.7,3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.5,3.8,2.6,3.5,4.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.5,3.8,2.6,3.5,4.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,6.2,-0.4,0.7,6.6,5.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,6.2,-0.4,0.7,6.6,5.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,8.6,7.5,6,1.1,2.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,8.6,7.5,6,1.1,2.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,4.7,2.7,3,2,1.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,4.7,2.7,3,2,1.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.6,2.8,3.5,4.7,4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.6,2.8,3.5,4.7,4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,5,-1.9,-1.1,6.9,6.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,5,-1.9,-1.1,6.9,6.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,723361,20242,34404,35.7,21025.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,723361,20242,34404,35.7,21025.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,34396,234,394,147,87299.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,34396,234,394,147,87299.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,209885,5803,9495,36.2,22104.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,209885,5803,9495,36.2,22104.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,41748,3297,5613,12.7,7437.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,41748,3297,5613,12.7,7437.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,47213,1264,2065,37.4,22863.4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,47213,1264,2065,37.4,22863.4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,73114,519,861,140.9,84917.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,73114,519,861,140.9,84917.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,84531,832,1446,101.6,58458.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,84531,832,1446,101.6,58458.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,59132,2573,4220,23,14012.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,59132,2573,4220,23,14012.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,173343,5718,10305,30.3,16821.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,173343,5718,10305,30.3,16821.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,6.3,1.9,1.9,4.3,4.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,6.3,1.9,1.9,4.3,4.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,2.9,-2.1,-0.3,5.1,3.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,2.9,-2.1,-0.3,5.1,3.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.2,4.4,4.1,2.7,3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.2,4.4,4.1,2.7,3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.5,3.8,2.6,3.5,4.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.5,3.8,2.6,3.5,4.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,6.2,-0.4,0.7,6.6,5.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,6.2,-0.4,0.7,6.6,5.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,8.6,7.5,6,1.1,2.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,8.6,7.5,6,1.1,2.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,4.7,2.7,3,2,1.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,4.7,2.7,3,2,1.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.6,2.8,3.5,4.7,4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.6,2.8,3.5,4.7,4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,5,-1.9,-1.1,6.9,6.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,5,-1.9,-1.1,6.9,6.2,100,3.82,73.95,17.69,4.28
2018-01-01 00:00:00,agriculture,99637,3870,7376,25.7,13508.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,agriculture,99637,3870,7376,25.7,13508.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,agriculture,0.1,-0.6,0.3,0.7,-0.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,agriculture,0.1,-0.6,0.3,0.7,-0.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,agriculture,99637,3870,7376,25.7,13508.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,agriculture,99637,3870,7376,25.7,13508.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,agriculture,0.1,-0.6,0.3,0.7,-0.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,agriculture,0.1,-0.6,0.3,0.7,-0.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,agriculture,99637,3870,7376,25.7,13508.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,agriculture,99637,3870,7376,25.7,13508.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,agriculture,0.1,-0.6,0.3,0.7,-0.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,agriculture,0.1,-0.6,0.3,0.7,-0.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,construction,66194,3615,6037,18.3,10964.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,construction,66194,3615,6037,18.3,10964.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,construction,4.2,0.4,0.8,3.8,3.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,construction,4.2,0.4,0.8,3.8,3.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,304843,6042,10006,50.5,30466,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,304843,6042,10006,50.5,30466,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,29469,955,1716,30.9,17173.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,29469,955,1716,30.9,17173.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,8819,48,76,183.7,116039.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,8819,48,76,183.7,116039.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,5927,494,958,12,6186.8,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,5927,494,958,12,6186.8,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,20569,774,1209,26.6,17013.2,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,20569,774,1209,26.6,17013.2,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,88419,1014,1581,87.2,55926,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,88419,1014,1581,87.2,55926,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,36224,892,1443,40.6,25103.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,36224,892,1443,40.6,25103.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,86317,1393,2249,62,38380.2,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,86317,1393,2249,62,38380.2,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,29099,474,775,61.4,37547.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,29099,474,775,61.4,37547.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,5,1.6,2.5,3.2,2.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,5,1.6,2.5,3.2,2.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,3.7,1,3.1,2.7,0.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,3.7,1,3.1,2.7,0.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,2.6,6.7,4.1,-3.9,-1.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,2.6,6.7,4.1,-3.9,-1.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,4.3,6.7,6.6,-2.2,-2.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,4.3,6.7,6.6,-2.2,-2.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,4.6,1.7,0.2,2.9,4.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,4.6,1.7,0.2,2.9,4.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,4,1.7,1.6,2.3,2.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,4,1.7,1.6,2.3,2.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,4.9,0.1,2.3,4.8,2.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,4.9,0.1,2.3,4.8,2.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,6.3,1.7,3.1,4.5,3.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,6.3,1.7,3.1,4.5,3.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,manufacturing,6.3,1.1,0.5,5.2,5.8,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,manufacturing,6.3,1.1,0.5,5.2,5.8,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,mining,103557,186,302,556.8,342904,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,mining,103557,186,302,556.8,342904,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,mining,-2.2,-5.1,-6.2,3.1,4.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,mining,-2.2,-5.1,-6.2,3.1,4.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,overall,1363766,34312,59241,39.7,23020.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,overall,1363766,34312,59241,39.7,23020.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,overall,4.8,1.3,2.4,3.5,2.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,overall,4.8,1.3,2.4,3.5,2.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,772990,20599,35519,37.5,21762.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,772990,20599,35519,37.5,21762.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,36108,239,405,151.1,89155.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,36108,239,405,151.1,89155.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,227166,5934,9795,38.3,23192,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,227166,5934,9795,38.3,23192,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,45503,3524,6065,12.9,7502.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,45503,3524,6065,12.9,7502.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,50210,1289,2103,39,23875.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,50210,1289,2103,39,23875.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,79111,533,894,148.4,88491.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,79111,533,894,148.4,88491.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,89088,846,1473,105.3,60480.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,89088,846,1473,105.3,60480.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,63745,2627,4369,24.3,14590.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,63745,2627,4369,24.3,14590.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,182061,5610,10415,32.5,17480.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,182061,5610,10415,32.5,17480.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,6.9,1.8,3.2,5,3.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,6.9,1.8,3.2,5,3.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5,2.1,2.8,2.8,2.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5,2.1,2.8,2.8,2.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,8.2,2.3,3.2,5.8,4.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,8.2,2.3,3.2,5.8,4.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,9,6.9,8.1,2,0.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,9,6.9,8.1,2,0.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,6.3,2,1.8,4.3,4.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,6.3,2,1.8,4.3,4.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,8.2,2.7,3.8,5.4,4.2,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,8.2,2.7,3.8,5.4,4.2,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5.4,1.7,1.9,3.6,3.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5.4,1.7,1.9,3.6,3.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,7.8,2.1,3.5,5.6,4.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,7.8,2.1,3.5,5.6,4.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5,-1.9,1.1,7.1,3.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5,-1.9,1.1,7.1,3.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,772990,20599,35519,37.5,21762.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,772990,20599,35519,37.5,21762.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,36108,239,405,151.1,89155.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,36108,239,405,151.1,89155.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,227166,5934,9795,38.3,23192,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,227166,5934,9795,38.3,23192,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,45503,3524,6065,12.9,7502.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,45503,3524,6065,12.9,7502.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,50210,1289,2103,39,23875.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,50210,1289,2103,39,23875.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,79111,533,894,148.4,88491.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,79111,533,894,148.4,88491.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,89088,846,1473,105.3,60480.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,89088,846,1473,105.3,60480.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,63745,2627,4369,24.3,14590.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,63745,2627,4369,24.3,14590.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,182061,5610,10415,32.5,17480.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,182061,5610,10415,32.5,17480.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,6.9,1.8,3.2,5,3.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,6.9,1.8,3.2,5,3.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5,2.1,2.8,2.8,2.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5,2.1,2.8,2.8,2.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,8.2,2.3,3.2,5.8,4.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,8.2,2.3,3.2,5.8,4.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,9,6.9,8.1,2,0.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,9,6.9,8.1,2,0.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,6.3,2,1.8,4.3,4.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,6.3,2,1.8,4.3,4.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,8.2,2.7,3.8,5.4,4.2,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,8.2,2.7,3.8,5.4,4.2,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5.4,1.7,1.9,3.6,3.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5.4,1.7,1.9,3.6,3.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,7.8,2.1,3.5,5.6,4.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,7.8,2.1,3.5,5.6,4.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5,-1.9,1.1,7.1,3.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5,-1.9,1.1,7.1,3.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,772990,20599,35519,37.5,21762.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,772990,20599,35519,37.5,21762.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,36108,239,405,151.1,89155.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,36108,239,405,151.1,89155.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,227166,5934,9795,38.3,23192,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,227166,5934,9795,38.3,23192,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,45503,3524,6065,12.9,7502.6,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,45503,3524,6065,12.9,7502.6,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,50210,1289,2103,39,23875.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,50210,1289,2103,39,23875.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,79111,533,894,148.4,88491.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,79111,533,894,148.4,88491.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,89088,846,1473,105.3,60480.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,89088,846,1473,105.3,60480.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,63745,2627,4369,24.3,14590.3,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,63745,2627,4369,24.3,14590.3,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,182061,5610,10415,32.5,17480.7,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,182061,5610,10415,32.5,17480.7,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,6.9,1.8,3.2,5,3.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,6.9,1.8,3.2,5,3.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5,2.1,2.8,2.8,2.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5,2.1,2.8,2.8,2.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,8.2,2.3,3.2,5.8,4.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,8.2,2.3,3.2,5.8,4.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,9,6.9,8.1,2,0.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,9,6.9,8.1,2,0.9,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,6.3,2,1.8,4.3,4.4,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,6.3,2,1.8,4.3,4.4,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,8.2,2.7,3.8,5.4,4.2,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,8.2,2.7,3.8,5.4,4.2,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5.4,1.7,1.9,3.6,3.5,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5.4,1.7,1.9,3.6,3.5,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,7.8,2.1,3.5,5.6,4.1,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,7.8,2.1,3.5,5.6,4.1,100,3.62,73.08,18.75,4.28
2018-01-01 00:00:00,services,5,-1.9,1.1,7.1,3.9,14709.5,533,10749.4,2757.7,630.3
2018-01-01 00:00:00,services,5,-1.9,1.1,7.1,3.9,100,3.62,73.08,18.75,4.28
2019-01-01 00:00:00,agriculture,101574,3938,7492,25.8,13557.7,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,agriculture,101574,3938,7492,25.8,13557.7,100,3.8,73.01,18.8,4.25
2019-01-01 00:00:00,agriculture,1.9,1.8,1.6,0.2,0.4,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,agriculture,1.9,1.8,1.6,0.2,0.4,100,3.8,73.01,18.8,4.25
2019-01-01 00:00:00,agriculture,101574,3938,7492,25.8,13557.7,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,agriculture,101574,3938,7492,25.8,13557.7,100,3.8,73.01,18.8,4.25
2019-01-01 00:00:00,agriculture,1.9,1.8,1.6,0.2,0.4,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,agriculture,1.9,1.8,1.6,0.2,0.4,100,3.8,73.01,18.8,4.25
2019-01-01 00:00:00,agriculture,101574,3938,7492,25.8,13557.7,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,agriculture,101574,3938,7492,25.8,13557.7,100,3.8,73.01,18.8,4.25
2019-01-01 00:00:00,agriculture,1.9,1.8,1.6,0.2,0.4,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,agriculture,1.9,1.8,1.6,0.2,0.4,100,3.8,73.01,18.8,4.25
2019-01-01 00:00:00,construction,66452,3497,5852,19,11355.4,15013.4,570.4,10961.6,2823,637.7
2019-01-01 00:00:00,construction,66452,3497,5852,19,11355.4,100,3.8,73.01,18.8,4.25
